source_gww_id,source_gdw_id,target_gww_id,target_gdw_id,season,hops,direct,window,n_years,fill_share_pct,pair_impact_pct_of_target_runoff,source_delta_storage_mcm,activity_share_pct,drawdown_share_pct,pair_impact_ratio,area_coverage_pct,runoff_coverage_pct,pair_impact_days,target_full_runoff_mcm,source_full_runoff_mcm,signed_storage_change_share_pct
73353,22217,74094,22242,pre_monsoon,1,1,2016-2021,6,0.236954,-24.784396,-280.739667,0.928532,8.949404,-0.247844,0.104329,0.061582,-22.5538,1484.427234,0.936838,3.064814
74276,10257,74094,22242,pre_monsoon,1,1,2016-2021,6,0.430916,-3.497314,-11.253333,0.229445,0.348719,-0.034973,0.560226,0.393129,-3.182555,1484.427234,6.052204,-0.574311
79003,10242,74094,22242,pre_monsoon,1,1,2016-2021,6,1.495992,-2.715339,-21.39,0.577719,7.18641,-0.027153,0.128922,0.080546,-2.470958,1484.427234,1.156971,-1.165216
80380,22131,74094,22242,pre_monsoon,1,1,2016-2021,6,3.178619,10.075252,145.4965,1.409529,3.108831,0.100753,1.072997,0.764672,9.168479,1484.427234,10.947703,1.765414
82107,10246,74094,22242,pre_monsoon,1,1,2016-2021,6,1.920158,-4.007003,149.588333,1.465161,1.742094,-0.04007,0.322213,0.21189,-3.646373,1484.427234,2.935437,1.743702
82541,10262,74094,22242,pre_monsoon,1,1,2016-2021,6,14.550384,12.343357,962.093333,6.959091,25.936921,0.123434,0.3183,0.268727,11.232455,1484.427234,3.951356,21.640793
84647,10258,74094,22242,pre_monsoon,1,1,2016-2021,6,44.051487,357.355861,5224.106667,15.780427,8.215209,3.573559,26.108609,23.739329,325.193833,1484.427234,347.379246,-64.731688
90092,350,74094,22242,pre_monsoon,1,1,2016-2021,6,54.325783,-130.412781,3027.166667,22.032953,27.471892,-1.304128,12.381889,11.490058,-118.67563,1484.427234,175.432674,6.345758
90206,349,74094,22242,pre_monsoon,1,1,2016-2021,6,79.031591,-665.578533,-7751.166667,42.317317,69.840421,-6.655785,25.488817,36.570732,-605.676465,1484.427234,541.497896,117.977056
42557,22202,74094,22242,pre_monsoon,2,0,2016-2021,6,0.422785,0.359961,-0.6607,0.09216,0.255105,0.0036,0.702346,0.515369,0.327564,1484.427234,8.222782,0.169511
69942,22220,74094,22242,pre_monsoon,2,0,2016-2021,6,0.642303,-0.635254,-3.8725,0.142206,0.246256,-0.006353,0.104898,0.08217,-0.578081,1484.427234,1.243168,0.037577
71604,22229,74094,22242,pre_monsoon,2,0,2016-2021,6,0.074319,-0.395823,-6.2115,0.045396,0.105097,-0.003958,0.138233,0.114155,-0.360199,1484.427234,1.736594,0.173989
74854,10285,74094,22242,pre_monsoon,2,0,2016-2021,6,2.114521,10.799289,136.202667,0.439502,0.206571,0.107993,0.20933,0.119804,9.827353,1484.427234,1.64065,0.222525
75009,5110,74094,22242,pre_monsoon,2,0,2016-2021,6,1.381297,-5.874498,-69.8545,0.578705,5.921103,-0.058745,1.801152,6.740728,-5.345793,1484.427234,95.933584,-0.457064
75892,10237,74094,22242,pre_monsoon,2,0,2016-2021,6,2.912233,5.849969,63.248333,0.422612,1.025891,0.0585,0.058882,0.043771,5.323472,1484.427234,0.651473,-0.332398
77784,10270,74094,22242,pre_monsoon,2,0,2016-2021,6,1.796059,0.38967,8.651667,0.474563,0.639043,0.003897,0.093823,0.053118,0.3546,1484.427234,0.864897,1.369321
78108,10287,74094,22242,pre_monsoon,2,0,2016-2021,6,0.264004,-19.747802,-204.913333,0.651574,1.582303,-0.197478,0.160452,0.104694,-17.9705,1484.427234,1.420034,5.368879
78591,10267,74094,22242,pre_monsoon,2,0,2016-2021,6,1.873077,15.362061,237.808833,0.812275,0.097682,0.153621,0.262188,0.153489,13.979475,1484.427234,2.247136,0.850247
79516,10290,74094,22242,pre_monsoon,2,0,2016-2021,6,9.549567,15.51796,72.353333,0.636087,1.288479,0.15518,0.679268,0.393817,14.121344,1484.427234,5.43157,0.047413
81588,10291,74094,22242,pre_monsoon,2,0,2016-2021,6,1.537073,3.852936,6.7,0.605827,1.56814,0.038529,0.404703,0.228944,3.506171,1484.427234,3.420689,0.197295
82180,10250,74094,22242,pre_monsoon,2,0,2016-2021,6,0.737407,-12.933336,-122.182833,0.426766,0.960702,-0.129333,0.45481,0.201897,-11.769336,1484.427234,3.26591,2.690871
83293,10265,74094,22242,pre_monsoon,2,0,2016-2021,6,4.585667,13.281848,99.448333,0.861008,1.216314,0.132818,0.333817,0.18785,12.086481,1484.427234,3.036322,2.120624
50929,22216,74094,22242,pre_monsoon,3,0,2016-2021,6,0.501186,3.392023,34.16375,0.132936,,0.03392,0.016107,0.00948,3.086741,1484.427234,0.129425,-0.339387
84027,5107,74094,22242,pre_monsoon,3,0,2016-2021,6,14.74045,38.929441,310.473333,1.666477,2.319583,0.389294,1.135059,4.156599,35.425792,1484.427234,58.475319,1.641232
68336,22225,74094,22242,monsoon,1,1,2016-2021,6,0.037544,-0.692846,-48.557,0.086502,5.479078,-0.006928,0.043387,0.051335,-0.637418,9389.880215,4.382742,-0.019834
73353,22217,74094,22242,monsoon,1,1,2016-2021,6,0.232998,0.537105,34.478333,0.100343,0.022756,0.005371,0.104329,0.123473,0.494136,9389.880215,10.565452,0.174855
74276,10257,74094,22242,monsoon,1,1,2016-2021,6,0.133928,0.571192,34.346667,0.091497,0.092284,0.005712,0.560226,0.406641,0.525497,9389.880215,40.55295,0.026034
79003,10242,74094,22242,monsoon,1,1,2016-2021,6,4.357293,27.61134,2427.93,3.066683,0.735798,0.276113,0.128922,0.179299,25.402433,9389.880215,16.223402,4.404166
80380,22131,74094,22242,monsoon,1,1,2016-2021,6,1.913503,4.587018,488.453333,1.13934,0.695592,0.04587,1.072997,0.899402,4.220057,9389.880215,85.129075,1.72814
82107,10246,74094,22242,monsoon,1,1,2016-2021,6,4.506956,8.44984,825.558333,2.558943,7.819493,0.084498,0.322213,0.363795,7.773853,9389.880215,32.768576,5.12654
82541,10262,74094,22242,monsoon,1,1,2016-2021,6,0.916692,-26.566546,-2761.8,5.135924,75.266807,-0.265665,0.3183,0.307307,-24.441223,9389.880215,29.928303,-22.911936
84647,10258,74094,22242,monsoon,1,1,2016-2021,6,3.201738,20.023986,3291.568333,2.187891,1.63487,0.20024,26.108609,26.742174,18.422067,9389.880215,2483.070973,1.53619
90092,350,74094,22242,monsoon,1,1,2016-2021,6,55.133565,172.007929,20365.166667,38.775388,96.709726,1.720079,12.381889,13.720257,158.247294,9389.880215,1302.965626,87.835203
90206,349,74094,22242,monsoon,1,1,2016-2021,6,54.192743,532.950953,42259.333333,38.832461,67.73201,5.32951,25.488817,24.61049,490.314876,9389.880215,2310.750885,16.184175
42557,22202,74094,22242,monsoon,2,0,2016-2021,6,0.082638,0.4437,28.522283,0.064422,0.448837,0.004437,0.702346,0.487586,0.408204,9389.880215,45.440914,-0.064712
69942,22220,74094,22242,monsoon,2,0,2016-2021,6,0.170181,0.864765,45.604667,0.283253,1.707797,0.008648,0.104898,0.104987,0.795584,9389.880215,9.729176,-0.98105
71604,22229,74094,22242,monsoon,2,0,2016-2021,6,0.011838,0.041245,2.336333,0.030349,1.488085,0.000412,0.138233,0.171689,0.037945,9389.880215,15.903398,-0.013091
74854,10285,74094,22242,monsoon,2,0,2016-2021,6,1.130352,2.536899,269.186667,0.525279,1.460888,0.025369,0.20933,0.115078,2.333947,9389.880215,11.111291,2.425544
75009,5110,74094,22242,monsoon,2,0,2016-2021,6,0.142398,0.815632,51.956667,0.274385,2.438189,0.008156,1.801152,5.440911,0.750382,9389.880215,477.323446,-0.960814
75892,10237,74094,22242,monsoon,2,0,2016-2021,6,0.977302,2.874617,239.786667,0.576135,0.168924,0.028746,0.058882,0.07538,2.644647,9389.880215,7.047168,0.749653
77784,10270,74094,22242,monsoon,2,0,2016-2021,6,1.679856,5.003249,469.300167,0.812464,2.80435,0.050032,0.093823,0.054138,4.602989,9389.880215,5.041444,0.773364
78108,10287,74094,22242,monsoon,2,0,2016-2021,6,0.316667,0.904507,1.833333,0.383829,5.393175,0.009045,0.160452,0.088381,0.832146,9389.880215,8.481538,-0.516544
78591,10267,74094,22242,monsoon,2,0,2016-2021,6,0.797653,3.562947,332.0725,0.478254,1.059589,0.035629,0.262188,0.158971,3.277911,9389.880215,15.441885,0.474326
79516,10290,74094,22242,monsoon,2,0,2016-2021,5,0.421469,2.484067,64.802,0.315906,1.191063,0.024841,0.679268,0.377085,2.285342,9833.640265,35.343382,-0.495466
81588,10291,74094,22242,monsoon,2,0,2016-2021,6,0.639105,3.531208,239.085,0.581536,3.139488,0.035312,0.404703,0.418502,3.248711,9389.880215,38.669167,0.584661
82180,10250,74094,22242,monsoon,2,0,2016-2021,6,1.279414,8.978632,605.387667,1.237507,34.874177,0.089786,0.45481,0.266943,8.260341,9389.880215,26.263222,0.450352
83293,10265,74094,22242,monsoon,2,0,2016-2021,6,1.16946,6.811449,572.48,1.026021,18.016284,0.068114,0.333817,0.26261,6.266533,9389.880215,25.116048,1.191277
50929,22216,74094,22242,monsoon,3,0,2016-2021,6,0.09795,0.809096,85.962833,0.07482,0.006557,0.008091,0.016107,0.009003,0.744368,9389.880215,0.863294,0.089116
84027,5107,74094,22242,monsoon,3,0,2016-2021,6,1.725267,13.193233,1219.925,1.413521,17.034275,0.131932,1.135059,3.412556,12.137774,9389.880215,298.906155,2.127272
68336,22225,74094,22242,winter,1,1,2016-2021,6,0.13251,-0.393743,-14.134667,0.066651,0.487264,-0.003937,0.043387,0.062907,-0.362244,4712.277559,2.485202,0.13216
73353,22217,74094,22242,winter,1,1,2016-2021,6,2.338318,6.984224,145.700167,0.34717,0.144738,0.069842,0.104329,0.102404,6.425486,4712.277559,4.390731,-9.030048
74276,10257,74094,22242,winter,1,1,2016-2021,6,,-1.399506,-45.589833,0.110658,0.425852,-0.013995,0.560226,0.35039,-1.287545,4712.277559,19.808355,0.532754
79003,10242,74094,22242,winter,1,1,2016-2021,6,22.757268,-179.143507,-3063.641667,9.050671,20.839789,-1.791435,0.128922,0.145009,-164.812026,4712.277559,5.652026,51.040424
80380,22131,74094,22242,winter,1,1,2016-2021,6,,-28.883378,-759.935,1.464956,3.406402,-0.288834,1.072997,0.623481,-26.572708,4712.277559,33.77466,15.263808
82107,10246,74094,22242,winter,1,1,2016-2021,6,13.988617,45.495851,2421.546667,5.572521,6.311889,0.454959,0.322213,0.352552,41.856183,4712.277559,14.729008,17.231958
82541,10262,74094,22242,winter,1,1,2016-2021,6,67.456007,69.866522,931.743333,4.742657,5.463379,0.698665,0.3183,0.300808,64.2772,4712.277559,15.245157,48.355044
84647,10258,74094,22242,winter,1,1,2016-2021,6,40.312529,-28.488027,320.1,10.237911,9.18248,-0.28488,26.108609,29.426892,-26.208985,4712.277559,1440.876895,-34.96285
90092,350,74094,22242,winter,1,1,2016-2021,6,38.833985,-59.575241,2284.5,16.791281,14.469204,-0.595752,12.381889,13.477651,-54.809222,4712.277559,532.931942,-181.260367
90206,349,74094,22242,winter,1,1,2016-2021,6,56.540073,-469.496533,-13808.0,42.230439,56.90844,-4.694965,25.488817,24.440247,-431.93681,4712.277559,1176.543672,199.190215
42557,22202,74094,22242,winter,2,0,2016-2021,6,0.51186,-0.931982,-28.183433,0.104697,0.515095,-0.00932,0.702346,0.693754,-0.857424,4712.277559,36.007947,0.576673
69942,22220,74094,22242,winter,2,0,2016-2021,6,0.976947,1.055821,48.714333,0.278269,0.098583,0.010558,0.104898,0.142906,0.971355,4712.277559,7.000601,-0.450187
71604,22229,74094,22242,winter,2,0,2016-2021,6,3.085515,11.578275,151.173167,0.309751,0.266696,0.115783,0.138233,0.224384,10.652013,4712.277559,10.959895,-0.498238
74854,10285,74094,22242,winter,2,0,2016-2021,6,,-7.675015,-358.0325,0.935145,4.232114,-0.07675,0.20933,0.147795,-7.061014,4712.277559,8.143644,0.702489
75009,5110,74094,22242,winter,2,0,2016-2021,6,1.891849,-4.494013,23.784167,0.401843,0.808295,-0.04494,1.801152,4.357189,-4.134492,4712.277559,182.592521,-3.264975
75892,10237,74094,22242,winter,2,0,2016-2021,6,0.607358,-2.34904,-35.931667,0.181057,0.208328,-0.02349,0.058882,0.065095,-2.161117,4712.277559,2.354948,0.609807
77784,10270,74094,22242,winter,2,0,2016-2021,6,17.130949,-2.295488,116.319333,0.556084,1.173286,-0.022955,0.093823,0.092377,-2.111849,4712.277559,4.933166,1.915192
78108,10287,74094,22242,winter,2,0,2016-2021,6,3.608553,14.470465,456.266667,1.440467,0.27892,0.144705,0.160452,0.123244,13.312828,4712.277559,6.634045,-13.841643
78591,10267,74094,22242,winter,2,0,2016-2021,6,0.720313,-17.811085,-906.786667,2.297907,12.26123,-0.178111,0.262188,0.207216,-16.386198,4712.277559,11.872205,-2.031366
79516,10290,74094,22242,winter,2,0,2016-2021,5,2.575654,0.50313,61.324,0.205356,0.530207,0.005031,0.679268,0.462364,0.46288,5455.462988,25.795543,0.619809
81588,10291,74094,22242,winter,2,0,2016-2021,6,0.862882,2.318821,71.345,0.33249,0.783905,0.023188,0.404703,0.619018,2.133316,4712.277559,30.254636,2.089217
82180,10250,74094,22242,winter,2,0,2016-2021,6,,-16.697932,-304.696667,0.814866,3.007612,-0.166979,0.45481,0.280398,-15.362097,4712.277559,16.133436,3.73818
83293,10265,74094,22242,winter,2,0,2016-2021,6,1.208339,-7.222342,-80.891667,0.523241,1.110966,-0.072223,0.333817,0.311218,-6.644554,4712.277559,16.996652,5.752444
50929,22216,74094,22242,winter,3,0,2016-2021,6,0.118319,-2.729365,-40.919417,0.094141,0.270706,-0.027294,0.016107,0.013953,-2.511015,4712.277559,0.766925,0.297878
84027,5107,74094,22242,winter,3,0,2016-2021,6,1.462633,-0.888233,117.091667,0.943998,0.932624,-0.008882,1.135059,2.823782,-0.817174,4712.277559,117.877556,-2.605078
61693,22249,74742,39312,dry,1,1,2001-2005,5,0.126528,0.493978,3.3976,0.056575,0.03244,0.00494,0.904412,1.091892,0.445935,519.85666,5.509517,0.056072
74094,22242,74742,39312,dry,1,1,2001-2005,5,1.677728,7.193068,16.1788,0.470578,0.283769,0.071931,98.61222,98.380698,6.502125,519.85666,511.716925,-0.737286
68336,22225,74742,39312,dry,2,0,2001-2005,5,0.649626,4.665535,8.927,0.186203,2.148321,0.046655,0.042785,0.038625,4.206879,519.85666,0.199101,-0.713143
73353,22217,74742,39312,dry,2,0,2001-2005,5,3.749092,21.033878,147.6362,1.84136,,0.210339,0.102881,0.099959,18.943376,519.85666,0.51371,1.793581
74276,10257,74742,39312,dry,2,0,2001-2005,5,0.125879,0.109447,-4.14,0.126642,0.284581,0.001094,0.552452,0.462175,0.097713,519.85666,2.524382,0.488987
79003,10242,74742,39312,dry,2,0,2001-2005,5,6.889463,5.466119,-67.432,3.250651,7.108525,0.054661,0.127133,0.12726,5.050815,519.85666,0.587051,5.338572
80380,22131,74742,39312,dry,2,0,2001-2005,5,17.35978,65.284477,331.11,5.659946,,0.652845,1.058106,0.905793,59.201193,519.85666,4.987298,-11.196915
82107,10246,74742,39312,dry,2,0,2001-2005,5,4.704322,20.217502,-22.016,1.171284,0.345573,0.202175,0.317741,0.329629,18.262512,519.85666,1.584911,-3.874336
82541,10262,74742,39312,dry,2,0,2001-2005,5,36.053362,145.705149,1127.38,4.210357,10.096448,1.457051,0.313883,0.369885,131.104461,519.85666,1.852925,20.041716
84647,10258,74742,39312,dry,2,0,2001-2005,5,8.99921,5.364953,1.698,2.151141,1.104958,0.05365,25.746279,21.670899,4.910026,519.85666,119.899457,-10.498921
90092,350,74742,39312,dry,2,0,2001-2005,5,79.551205,-1256.730726,-11542.2,30.448237,28.724547,-12.567307,12.210056,14.466337,-1131.057653,519.85666,68.378511,1.09154
90206,349,74742,39312,dry,2,0,2001-2005,5,26.521516,-3765.567673,-23800.8,25.474413,79.859251,-37.655677,25.135088,27.879454,-3389.010906,519.85666,149.586936,66.633449
42557,22202,74742,39312,dry,3,0,2001-2005,5,0.843184,-1.111896,-8.37762,0.105502,0.328764,-0.011119,0.692599,0.443709,-1.001632,519.85666,2.512018,-0.424802
69942,22220,74742,39312,dry,3,0,2001-2005,5,0.544376,-1.135431,-21.5574,0.293395,3.526741,-0.011354,0.103443,0.122535,-1.027929,519.85666,0.650597,-0.33512
71604,22229,74742,39312,dry,3,0,2001-2005,5,0.12743,0.735606,2.562,0.023757,,0.007356,0.136315,0.186126,0.664003,519.85666,0.96636,-0.089452
74854,10285,74742,39312,dry,3,0,2001-2005,5,1.849811,-4.532321,-20.8284,0.84846,3.420526,-0.045323,0.206425,0.135278,-4.134809,519.85666,0.78888,-0.476489
75009,5110,74742,39312,dry,3,0,2001-2005,5,,-28.702241,-128.688,1.670977,3.074078,-0.287022,1.776156,3.066539,-25.96032,519.85666,16.587105,6.267303
75892,10237,74742,39312,dry,3,0,2001-2005,5,,-0.502386,-3.04,0.048716,0.409326,-0.005024,0.058064,0.053234,-0.453545,519.85666,0.241793,0.056971
77784,10270,74742,39312,dry,3,0,2001-2005,5,6.786158,31.250193,43.9562,1.527459,3.498509,0.312502,0.092521,0.051622,28.125174,519.85666,0.30245,2.163468
78108,10287,74742,39312,dry,3,0,2001-2005,5,0.75514,-54.014239,-227.028,4.988671,18.949179,-0.540142,0.158225,0.102539,-49.175334,519.85666,0.59449,13.953664
78591,10267,74742,39312,dry,3,0,2001-2005,5,,-7.484369,-39.06,0.542943,5.273425,-0.074844,0.258549,0.160461,-6.740578,519.85666,0.935529,0.459413
79516,10290,74742,39312,dry,3,0,2001-2005,5,0.57808,-0.554624,-5.394,0.304358,5.925732,-0.005546,0.669841,0.339903,-0.499118,519.85666,2.024963,-1.300168
81588,10291,74742,39312,dry,3,0,2001-2005,5,,-13.800033,-79.958,2.982402,11.143311,-0.138,0.399087,0.472487,-12.42003,519.85666,2.421711,16.693623
82180,10250,74742,39312,dry,3,0,2001-2005,5,3.464635,0.693509,42.89,2.269391,11.321419,0.006935,0.448498,0.347959,0.449232,519.85666,2.062561,0.54934
83293,10265,74742,39312,dry,3,0,2001-2005,5,1.569506,-38.817495,-186.252,3.586824,9.486755,-0.388175,0.329184,0.3187,-35.31148,519.85666,1.832085,8.208096
50929,22216,74742,39312,dry,4,0,2001-2005,5,0.238561,0.613398,3.0556,0.089383,0.220669,0.006134,0.015884,0.010732,0.556623,519.85666,0.062175,0.159291
84027,5107,74742,39312,dry,4,0,2001-2005,5,19.466365,36.923192,289.896,5.670375,23.490085,0.369232,1.119307,1.884511,33.026957,519.85666,10.035838,-14.308457
61693,22249,74742,39312,pre_monsoon,1,1,2001-2005,5,0.106161,0.082899,1.7586,0.021705,0.01161,0.000829,0.904412,0.812756,0.075438,1668.728067,14.238479,0.012401
74094,22242,74742,39312,pre_monsoon,1,1,2001-2005,5,2.423671,2.997883,30.0824,0.20988,1.015593,0.029979,98.61222,98.765649,2.728073,1668.728067,1647.657789,0.090041
68336,22225,74742,39312,pre_monsoon,2,0,2001-2005,5,0.79548,1.755549,13.9774,0.084534,0.642295,0.017555,0.042785,0.034391,1.597549,1668.728067,0.530482,0.078465
73353,22217,74742,39312,pre_monsoon,2,0,2001-2005,5,0.858225,0.584622,7.556,0.234334,0.439849,0.005846,0.102881,0.078012,0.532006,1668.728067,1.231744,0.210327
74276,10257,74742,39312,pre_monsoon,2,0,2001-2005,5,0.135055,1.210991,4.056,0.028613,0.505958,0.01211,0.552452,0.480888,1.102002,1668.728067,8.130985,0.162438
79003,10242,74742,39312,pre_monsoon,2,0,2001-2005,5,5.721676,137.30309,38.416,12.56188,29.890662,1.373031,0.127133,0.168915,124.945812,1668.728067,2.88295,33.620885
80380,22131,74742,39312,pre_monsoon,2,0,2001-2005,5,4.512034,13.583021,228.84,2.060829,2.885672,0.13583,1.058106,1.048208,12.360549,1668.728067,17.604063,2.824752
82107,10246,74742,39312,pre_monsoon,2,0,2001-2005,5,17.711108,434.024173,2812.512,4.420289,0.00377,4.340242,0.317741,0.391835,394.961998,1668.728067,6.473918,44.628286
82541,10262,74742,39312,pre_monsoon,2,0,2001-2005,5,2.58199,-0.663553,7.166,0.312918,2.203456,-0.006636,0.313883,0.372422,-0.603833,1668.728067,6.064894,-0.073074
84647,10258,74742,39312,pre_monsoon,2,0,2001-2005,5,31.565265,305.803895,-696.376,20.234519,46.460622,3.058039,25.746279,20.688196,278.281545,1668.728067,333.782365,69.201919
90092,350,74742,39312,pre_monsoon,2,0,2001-2005,5,22.76634,-438.26646,-1007.0,20.898341,35.003659,-4.382665,12.210056,14.628744,-398.822479,1668.728067,243.282176,-51.400693
90206,349,74742,39312,pre_monsoon,2,0,2001-2005,5,66.24309,965.335681,17162.8,29.079996,30.737232,9.653357,25.135088,27.929519,878.45547,1668.728067,478.981975,-5.449879
42557,22202,74742,39312,pre_monsoon,3,0,2001-2005,5,0.032043,-0.297377,-7.15436,0.082884,0.587135,-0.002974,0.692599,0.363104,-0.270613,1668.728067,5.78097,-0.071156
69942,22220,74742,39312,pre_monsoon,3,0,2001-2005,5,3.771601,-3.999719,-59.6792,0.519586,4.256654,-0.039997,0.103443,0.074462,-3.639744,1668.728067,1.213802,-0.730087
71604,22229,74742,39312,pre_monsoon,3,0,2001-2005,5,0.119634,0.247321,3.09,0.012542,,0.002473,0.136315,0.123366,0.225062,1668.728067,2.01581,0.00045
74854,10285,74742,39312,pre_monsoon,3,0,2001-2005,5,2.464104,2.899193,23.703,1.348778,1.688822,0.028992,0.206425,0.093788,2.638266,1668.728067,1.577372,1.903644
75009,5110,74742,39312,pre_monsoon,3,0,2001-2005,5,0.304831,-1.901135,-28.2966,0.67688,1.122547,-0.019011,1.776156,5.578339,-1.730033,1668.728067,91.864908,0.446332
75892,10237,74742,39312,pre_monsoon,3,0,2001-2005,5,,-0.77957,-14.184,0.081681,0.518309,-0.007796,0.058064,0.077533,-0.709409,1668.728067,1.33562,-0.090204
77784,10270,74742,39312,pre_monsoon,3,0,2001-2005,5,0.790537,-8.544497,-261.0466,1.844366,20.554986,-0.085445,0.092521,0.039768,-7.775492,1668.728067,0.653031,-1.357482
78108,10287,74742,39312,pre_monsoon,3,0,2001-2005,5,2.936746,32.868531,196.644,0.547292,6.040126,0.328685,0.158225,0.080678,29.910363,1668.728067,1.31992,3.323672
78591,10267,74742,39312,pre_monsoon,3,0,2001-2005,5,0.156026,0.86866,17.418,0.101486,0.30729,0.008687,0.258549,0.119782,0.790481,1668.728067,1.974612,-0.04745
79516,10290,74742,39312,pre_monsoon,3,0,2001-2005,5,1.522067,5.989677,113.224,0.587312,,0.059897,0.669841,0.252946,5.450606,1668.728067,4.335871,0.475629
81588,10291,74742,39312,pre_monsoon,3,0,2001-2005,5,4.137243,-3.696665,-48.88,0.258511,11.816203,-0.036967,0.399087,0.263628,-3.363965,1668.728067,4.503829,-0.335785
82180,10250,74742,39312,pre_monsoon,3,0,2001-2005,5,1.751008,8.315752,110.936,1.049781,3.196513,0.083158,0.448498,0.166248,7.567334,1668.728067,2.978366,1.646311
83293,10265,74742,39312,pre_monsoon,3,0,2001-2005,5,3.133363,-1.625,-61.36,1.102877,2.667647,-0.01625,0.329184,0.167055,-1.47875,1668.728067,2.740914,1.054424
50929,22216,74742,39312,pre_monsoon,4,0,2001-2005,5,0.256728,0.272653,4.2224,0.021143,0.007429,0.002727,0.015884,0.007489,0.248114,1668.728067,0.12446,-0.013349
84027,5107,74742,39312,pre_monsoon,4,0,2001-2005,5,18.354224,12.559,92.292,1.617044,27.271425,0.12559,1.119307,3.184307,11.42869,1668.728067,53.150837,-0.110818
61693,22249,74742,39312,monsoon,1,1,2001-2005,5,0.008972,-0.001227,-1.494,0.01412,0.484936,-1.2e-05,0.904412,0.656447,-0.001129,8736.069683,59.893672,-0.012726
74094,22242,74742,39312,monsoon,1,1,2001-2005,5,0.190889,0.234365,8.1658,0.06557,0.920685,0.002344,98.61222,98.97148,0.215615,8736.069683,8641.883007,0.248315
68336,22225,74742,39312,monsoon,2,0,2001-2005,5,0.070115,0.089853,4.3834,0.041819,0.508735,0.000899,0.042785,0.030033,0.082665,8736.069683,2.944002,0.129892
73353,22217,74742,39312,monsoon,2,0,2001-2005,5,0.277265,0.367087,18.884,0.174212,3.634034,0.003671,0.102881,0.070443,0.33772,8736.069683,6.526328,0.164603
74276,10257,74742,39312,monsoon,2,0,2001-2005,5,1.772397,1.57349,98.632,0.600012,0.716564,0.015735,0.552452,0.280438,1.447611,8736.069683,27.374058,1.043433
79003,10242,74742,39312,monsoon,2,0,2001-2005,5,4.867545,7.787459,1292.398,4.596427,,0.077875,0.127133,0.191131,7.164462,8736.069683,16.1648,5.617187
80380,22131,74742,39312,monsoon,2,0,2001-2005,5,1.276318,3.972566,235.944,0.710049,,0.039726,1.058106,0.616207,3.65476,8736.069683,58.64626,0.840028
82107,10246,74742,39312,monsoon,2,0,2001-2005,5,1.774162,2.872097,138.022,0.633236,0.14838,0.028721,0.317741,0.338328,2.64233,8736.069683,30.499166,4.255548
82541,10262,74742,39312,monsoon,2,0,2001-2005,5,1.150706,0.39929,56.87,0.491419,3.434098,0.003993,0.313883,0.247366,0.367347,8736.069683,23.032797,0.263892
84647,10258,74742,39312,monsoon,2,0,2001-2005,5,0.776924,-2.163778,-110.564,1.215528,19.084486,-0.021638,25.746279,24.268041,-1.990676,8736.069683,2087.066897,-0.781865
90092,350,74742,39312,monsoon,2,0,2001-2005,5,42.425378,162.058832,8241.2,27.047084,83.539036,1.620588,12.210056,20.051638,149.094125,8736.069683,1680.460129,86.265429
90206,349,74742,39312,monsoon,2,0,2001-2005,5,51.917857,159.212576,14025.6,46.837651,98.433167,1.592126,25.135088,25.890732,146.475569,8736.069683,2241.19549,-17.915257
42557,22202,74742,39312,monsoon,3,0,2001-2005,5,0.0668,-0.141531,-6.48002,0.08043,1.272437,-0.001415,0.692599,0.334138,-0.130209,8736.069683,32.933142,-0.075532
69942,22220,74742,39312,monsoon,3,0,2001-2005,5,0.378809,-1.63273,-96.139,0.773153,9.219052,-0.016327,0.103443,0.087876,-1.502112,8736.069683,8.185448,-0.616191
71604,22229,74742,39312,monsoon,3,0,2001-2005,5,0.023825,0.055218,4.708,0.015619,,0.000552,0.136315,0.162669,0.050801,8736.069683,14.576233,0.041876
74854,10285,74742,39312,monsoon,3,0,2001-2005,5,0.244939,-0.667056,-31.8898,0.254618,7.210868,-0.006671,0.206425,0.0503,-0.613692,8736.069683,4.456045,0.020299
75009,5110,74742,39312,monsoon,3,0,2001-2005,5,0.459445,0.0192,18.2328,0.249831,2.275187,0.000192,1.776156,5.973913,0.017664,8736.069683,456.644965,-0.608593
75892,10237,74742,39312,monsoon,3,0,2001-2005,5,,-0.073867,-4.798,0.022623,0.308161,-0.000739,0.058064,0.097676,-0.067958,8736.069683,8.135046,-0.030389
77784,10270,74742,39312,monsoon,3,0,2001-2005,5,2.646384,0.532999,-1.048,0.581643,5.286425,0.00533,0.092521,0.033101,0.490359,8736.069683,3.06541,1.868404
78108,10287,74742,39312,monsoon,3,0,2001-2005,5,0.912756,-0.342412,-12.78,0.514306,9.321065,-0.003424,0.158225,0.039724,-0.315019,8736.069683,3.609191,0.62194
78591,10267,74742,39312,monsoon,3,0,2001-2005,5,0.601615,0.54336,57.606,0.177698,1.102384,0.005434,0.258549,0.081673,0.499891,8736.069683,6.558667,-0.110505
79516,10290,74742,39312,monsoon,3,0,2001-2005,5,0.075193,-0.61034,-30.036,0.323813,9.390717,-0.006103,0.669841,0.162773,-0.561513,8736.069683,14.695731,-0.308406
81588,10291,74742,39312,monsoon,3,0,2001-2005,5,1.209784,-1.089503,-49.558,0.584434,12.312406,-0.010895,0.399087,0.362649,-1.002342,8736.069683,33.150412,-0.201618
