source_gww_id,source_gdw_id,target_gww_id,target_gdw_id,year,season,hops,direct,source_delta_storage_mcm,source_full_runoff_mcm,target_full_runoff_mcm,pair_impact_ratio,pair_impact_pct_of_target_runoff,pair_impact_days,runoff_coverage_pct,area_coverage_pct,activity_share_pct,drawdown_share_pct,fill_share_pct,signed_storage_change_share_pct
76686,10459,68721,22902,2001,monsoon,3,0,53.63,1.284575,145.766263,0.367918,36.791778,33.848436,0.881257,2.22995,8.69226,,13.086536,26.466267
23471,22818,68721,22902,2001,monsoon,4,0,2.9399,1.334917,145.766263,0.020169,2.016859,1.85551,0.915793,2.3465,0.476494,,0.71738,1.450833
68612,10457,68721,22902,2001,monsoon,4,0,0.0,0.723492,145.766263,0.0,0.0,0.0,0.496337,1.113938,0.0,,,0.0
47377,22814,68721,22902,2001,monsoon,5,0,-5.751,0.158701,145.766263,-0.039454,-3.945357,-3.629729,0.108874,0.270551,0.932112,2.775911,,-2.838104
17311,22853,68721,22902,2001,winter,1,1,0.0,83.658529,308.00678,0.0,0.0,0.0,27.161262,28.589989,0.0,,,-0.0
19654,22816,68721,22902,2001,winter,1,1,0.0,0.270669,308.00678,0.0,0.0,0.0,0.087878,0.146715,0.0,,,-0.0
45920,22874,68721,22902,2001,winter,1,1,15.691,1.662739,308.00678,0.050944,5.094368,4.686819,0.539839,1.030229,6.402198,,14.362353,-59.020007
53289,22812,68721,22902,2001,winter,1,1,11.166,0.279346,308.00678,0.036252,3.625245,3.335225,0.090695,0.269968,4.55592,,10.220511,-41.999707
58531,22842,68721,22902,2001,winter,1,1,-26.188,23.680203,308.00678,-0.085024,-8.50241,-7.822217,7.688208,9.890352,10.685155,19.279017,,98.503342
21623,22796,68721,22902,2001,winter,2,0,-5.927,0.411793,308.00678,-0.019243,-1.924308,-1.770364,0.133696,0.152236,2.418318,4.363324,,22.293772
26992,22794,68721,22902,2001,winter,2,0,-23.8068,0.411793,308.00678,-0.077293,-7.72931,-7.110966,0.133696,0.152236,9.713584,17.526031,,89.546715
44124,22795,68721,22902,2001,winter,2,0,-15.689,0.881834,308.00678,-0.050937,-5.093719,-4.686222,0.286303,0.577862,6.401382,11.549889,,59.012484
45325,22805,68721,22902,2001,winter,2,0,14.873,0.548255,308.00678,0.048288,4.82879,4.442487,0.178001,0.279304,6.06844,,13.613618,-55.943188
63910,22879,68721,22902,2001,winter,2,0,0.0,0.438671,308.00678,0.0,0.0,0.0,0.142423,0.288008,0.0,,,-0.0
70830,10451,68721,22902,2001,winter,2,0,-15.27,1.60745,308.00678,-0.049577,-4.957683,-4.561068,0.521888,0.948657,6.230423,11.241431,,57.436461
77528,6576,68721,22902,2001,winter,2,0,-1.49,62.870165,308.00678,-0.004838,-0.483756,-0.445055,20.411942,15.999684,0.607946,1.096905,,5.604475
64733,22804,68721,22902,2001,winter,3,0,-45.018,0.203191,308.00678,-0.146159,-14.615912,-13.446639,0.06597,0.150197,18.368119,33.14124,,169.330359
66995,22835,68721,22902,2001,winter,3,0,0.0,1.911805,308.00678,0.0,0.0,0.0,0.620702,1.144872,0.0,,,-0.0
76686,10459,68721,22902,2001,winter,3,0,66.28,3.087946,308.00678,0.21519,21.519007,19.797486,1.002558,2.22995,27.043381,,60.667692,-249.305083
23471,22818,68721,22902,2001,winter,4,0,1.2409,3.24012,308.00678,0.004029,0.402881,0.37065,1.051964,2.3465,0.506309,,1.135826,-4.667512
68612,10457,68721,22902,2001,winter,4,0,0.0,1.613621,308.00678,0.0,0.0,0.0,0.523891,1.113938,0.0,,,-0.0
47377,22814,68721,22902,2001,winter,5,0,-2.448,0.404899,308.00678,-0.007948,-0.794788,-0.731205,0.131458,0.270551,0.998826,1.802163,,9.207888
17311,22853,68721,22902,2002,dry,1,1,-3.0817,13.208592,59.741783,-0.051584,-5.158366,-4.64253,22.109471,28.589989,0.021618,0.021624,,0.021631
19654,22816,68721,22902,2002,dry,1,1,-1.746,0.027391,59.741783,-0.029226,-2.922578,-2.63032,0.045848,0.146715,0.012248,0.012252,,0.012256
45920,22874,68721,22902,2002,dry,1,1,1.34,0.126536,59.741783,0.02243,2.242986,2.018688,0.211804,1.030229,0.0094,,30.051581,-0.009406
53289,22812,68721,22902,2002,dry,1,1,1.053,0.019258,59.741783,0.017626,1.762585,1.586327,0.032235,0.269968,0.007387,,23.61516,-0.007391
58531,22842,68721,22902,2002,dry,1,1,-32.913,10.429493,59.741783,-0.550921,-55.092095,-49.582885,17.457619,9.890352,0.230878,0.23095,,0.231023
21623,22796,68721,22902,2002,dry,2,0,-9.5055,0.088176,59.741783,-0.15911,-15.910975,-14.319877,0.147596,0.152236,0.066679,0.0667,,0.066721
26992,22794,68721,22902,2002,dry,2,0,-3.7941,0.088176,59.741783,-0.063508,-6.350832,-5.715748,0.147596,0.152236,0.026615,0.026623,,0.026632
44124,22795,68721,22902,2002,dry,2,0,-10.81,0.187942,59.741783,-0.180945,-18.094539,-16.285085,0.314591,0.577862,0.07583,0.075854,,0.075877
45325,22805,68721,22902,2002,dry,2,0,2.066,0.100973,59.741783,0.034582,3.458216,3.112395,0.169015,0.279304,0.014493,,46.333259,-0.014502
63910,22879,68721,22902,2002,dry,2,0,-159.19,0.022367,59.741783,-2.664634,-266.463422,-239.81708,0.037439,0.288008,1.116686,1.117036,,1.117385
70830,10451,68721,22902,2002,dry,2,0,-81.43,0.342957,59.741783,-1.363033,-136.303263,-122.672937,0.574066,0.948657,0.571215,0.571394,,0.571573
77528,6576,68721,22902,2002,dry,2,0,-2.887,9.983111,59.741783,-0.048325,-4.832464,-4.349217,16.710434,15.999684,0.020252,0.020258,,0.020264
64733,22804,68721,22902,2002,dry,3,0,-244.547,0.030482,59.741783,-4.0934,-409.339974,-368.405976,0.051023,0.150197,1.715449,1.715986,,1.716523
66995,22835,68721,22902,2002,dry,3,0,0.0,0.160686,59.741783,0.0,0.0,0.0,0.268968,1.144872,0.0,,,-0.0
76686,10459,68721,22902,2002,dry,3,0,-13434.58,0.500181,59.741783,-224.877452,-22487.745188,-20238.970669,0.837238,2.22995,94.240932,94.270418,,94.299924
23471,22818,68721,22902,2002,dry,4,0,-5.4536,0.519946,59.741783,-0.091286,-9.128619,-8.215757,0.870322,2.3465,0.038256,0.038268,,0.03828
68612,10457,68721,22902,2002,dry,4,0,-260.991,0.301374,59.741783,-4.368651,-436.865098,-393.178588,0.504462,1.113938,1.8308,1.831373,,1.831946
47377,22814,68721,22902,2002,dry,5,0,-0.18,0.060125,59.741783,-0.003013,-0.301297,-0.271167,0.100642,0.270551,0.001263,0.001263,,0.001263
17311,22853,68721,22902,2002,pre_monsoon,1,1,-6.6092,22.644744,62.287287,-0.106108,-10.610833,-9.655858,36.355323,28.589989,1.614379,2.40591,,4.720254
19654,22816,68721,22902,2002,pre_monsoon,1,1,0.0,0.07196,62.287287,0.0,0.0,0.0,0.11553,0.146715,0.0,,,-0.0
45920,22874,68721,22902,2002,pre_monsoon,1,1,91.191,0.299084,62.287287,1.464039,146.403872,133.227523,0.480169,1.030229,22.274527,,67.704861,-65.128101
53289,22812,68721,22902,2002,pre_monsoon,1,1,-2.782,0.046271,62.287287,-0.044664,-4.466401,-4.064425,0.074287,0.269968,0.679538,1.012716,,1.986889
58531,22842,68721,22902,2002,pre_monsoon,1,1,-0.015,4.061902,62.287287,-0.000241,-0.024082,-0.021915,6.521238,9.890352,0.003664,0.00546,,0.010713
21623,22796,68721,22902,2002,pre_monsoon,2,0,0.0,0.107644,62.287287,0.0,0.0,0.0,0.172818,0.152236,0.0,,,-0.0
26992,22794,68721,22902,2002,pre_monsoon,2,0,-0.7467,0.107644,62.287287,-0.011988,-1.1988,-1.090908,0.172818,0.152236,0.182391,0.271817,,0.533289
44124,22795,68721,22902,2002,pre_monsoon,2,0,9.086,0.291069,62.287287,0.145872,14.587246,13.274394,0.4673,0.577862,2.219368,,6.745911,-6.48917
45325,22805,68721,22902,2002,pre_monsoon,2,0,-22.172,0.141572,62.287287,-0.355963,-35.596349,-32.392677,0.227289,0.279304,5.415785,8.071148,,15.835118
63910,22879,68721,22902,2002,pre_monsoon,2,0,13.348,0.0639,62.287287,0.214297,21.429734,19.501058,0.10259,0.288008,3.260414,,9.910238,-9.533067
70830,10451,68721,22902,2002,pre_monsoon,2,0,-8.834,0.505401,62.287287,-0.141827,-14.182669,-12.906229,0.811403,0.948657,2.157814,3.215791,,6.309193
77528,6576,68721,22902,2002,pre_monsoon,2,0,-26.812,16.740457,62.287287,-0.430457,-43.045702,-39.171589,26.876203,15.999684,6.549162,9.760221,,19.14898
64733,22804,68721,22902,2002,pre_monsoon,3,0,-4.206,0.055235,62.287287,-0.067526,-6.752582,-6.144849,0.088678,0.150197,1.027367,1.531086,,3.003902
66995,22835,68721,22902,2002,pre_monsoon,3,0,21.064,0.419091,62.287287,0.338175,33.817495,30.77392,0.672835,1.144872,5.145142,,15.638991,-15.043791
76686,10459,68721,22902,2002,pre_monsoon,3,0,-202.53,0.823983,62.287287,-3.251546,-325.154633,-295.890716,1.322875,2.22995,49.470451,73.725851,,144.645792
23471,22818,68721,22902,2002,pre_monsoon,4,0,0.0,0.86245,62.287287,0.0,0.0,0.0,1.384632,2.3465,0.0,,,-0.0
68612,10457,68721,22902,2002,pre_monsoon,4,0,0.0,0.493366,62.287287,0.0,0.0,0.0,0.792081,1.113938,0.0,,,-0.0
47377,22814,68721,22902,2002,pre_monsoon,5,0,0.0,0.112048,62.287287,0.0,0.0,0.0,0.179889,0.270551,0.0,,,-0.0
17311,22853,68721,22902,2002,monsoon,1,1,-2.6623,147.071828,302.908143,-0.008789,-0.878913,-0.8086,48.553276,28.589989,0.452005,7.759093,,-0.511613
19654,22816,68721,22902,2002,monsoon,1,1,0.0,0.412571,302.908143,0.0,0.0,0.0,0.136203,0.146715,0.0,,,0.0
45920,22874,68721,22902,2002,monsoon,1,1,20.589,1.988433,302.908143,0.067971,6.79711,6.253341,0.656448,1.030229,3.495598,,3.71183,3.956577
53289,22812,68721,22902,2002,monsoon,1,1,-6.014,0.225745,302.908143,-0.019854,-1.98542,-1.826587,0.074526,0.269968,1.021056,17.527396,,-1.155707
58531,22842,68721,22902,2002,monsoon,1,1,-0.061,6.907032,302.908143,-0.000201,-0.020138,-0.018527,2.28024,9.890352,0.010357,0.17778,,-0.011722
21623,22796,68721,22902,2002,monsoon,2,0,0.0,0.636404,302.908143,0.0,0.0,0.0,0.210098,0.152236,0.0,,,0.0
26992,22794,68721,22902,2002,monsoon,2,0,-0.7667,0.636404,302.908143,-0.002531,-0.253113,-0.232864,0.210098,0.152236,0.13017,2.234495,,-0.147336
44124,22795,68721,22902,2002,monsoon,2,0,18.116,1.14001,302.908143,0.059807,5.980691,5.502236,0.376355,0.577862,3.075732,,3.265992,3.481342
45325,22805,68721,22902,2002,monsoon,2,0,9.806,0.772835,302.908143,0.032373,3.237285,2.978302,0.255138,0.279304,1.664861,,1.767847,1.884414
63910,22879,68721,22902,2002,monsoon,2,0,102.379,0.537304,302.908143,0.337987,33.798695,31.0948,0.177382,0.288008,17.381893,,18.457109,19.674119
70830,10451,68721,22902,2002,monsoon,2,0,0.0,2.17069,302.908143,0.0,0.0,0.0,0.716617,0.948657,0.0,,,0.0
77528,6576,68721,22902,2002,monsoon,2,0,-24.173,119.414322,302.908143,-0.079803,-7.980307,-7.341883,39.422619,15.999684,4.104089,70.450571,,-4.645313
64733,22804,68721,22902,2002,monsoon,3,0,-0.635,0.242322,302.908143,-0.002096,-0.209635,-0.192864,0.079999,0.150197,0.10781,1.850664,,-0.122028
66995,22835,68721,22902,2002,monsoon,3,0,385.696,2.667742,302.908143,1.27331,127.331011,117.14453,0.88071,1.144872,65.483414,,69.534115,74.118999
76686,10459,68721,22902,2002,monsoon,3,0,18.1,3.623814,302.908143,0.059754,5.975409,5.497376,1.196341,2.22995,3.073016,,3.263107,3.478268
23471,22818,68721,22902,2002,monsoon,4,0,0.0,3.800257,302.908143,0.0,0.0,0.0,1.254591,2.3465,0.0,,,0.0
68612,10457,68721,22902,2002,monsoon,4,0,0.0,2.018525,302.908143,0.0,0.0,0.0,0.666382,1.113938,0.0,,,0.0
47377,22814,68721,22902,2002,monsoon,5,0,0.0,0.502075,302.908143,0.0,0.0,0.0,0.165751,0.270551,0.0,,,0.0
17311,22853,68721,22902,2002,winter,1,1,13.4326,73.778759,365.238881,0.036778,3.677757,3.383537,20.200138,28.589989,0.666654,,0.996644,1.973532
19654,22816,68721,22902,2002,winter,1,1,2.036,0.324708,365.238881,0.005574,0.557443,0.512848,0.088903,0.146715,0.101046,,0.151063,0.299131
45920,22874,68721,22902,2002,winter,1,1,0.0,1.497114,365.238881,0.0,0.0,0.0,0.4099,1.030229,0.0,,,0.0
53289,22812,68721,22902,2002,winter,1,1,-9.35,0.19817,365.238881,-0.0256,-2.559968,-2.355171,0.054258,0.269968,0.464036,1.401493,,-1.373712
58531,22842,68721,22902,2002,winter,1,1,-0.105,48.395021,365.238881,-0.000287,-0.028748,-0.026448,13.250238,9.890352,0.005211,0.015739,,-0.015427
21623,22796,68721,22902,2002,winter,2,0,72.4389,0.416291,365.238881,0.198333,19.833294,18.24663,0.113978,0.152236,3.595109,,5.374669,10.642799
26992,22794,68721,22902,2002,winter,2,0,-34.5908,0.416291,365.238881,-0.094707,-9.470733,-8.713075,0.113978,0.152236,1.716725,5.184894,,-5.082116
44124,22795,68721,22902,2002,winter,2,0,-9.28,0.98392,365.238881,-0.025408,-2.540803,-2.337539,0.269391,0.577862,0.460562,1.391,,-1.363427
45325,22805,68721,22902,2002,winter,2,0,51.794,0.536557,365.238881,0.141809,14.180856,13.046388,0.146906,0.279304,2.570512,,3.842902,7.609628
63910,22879,68721,22902,2002,winter,2,0,-613.82,0.338064,365.238881,-1.680599,-168.059873,-154.615083,0.09256,0.288008,30.4636,92.006875,,-90.183074
70830,10451,68721,22902,2002,winter,2,0,99.755,1.755104,365.238881,0.273123,27.312262,25.127281,0.480536,0.948657,4.950794,,7.401411,14.656109
77528,6576,68721,22902,2002,winter,2,0,411.223,50.108459,365.238881,1.125901,112.590149,103.582937,13.719366,15.999684,20.408805,,30.511058,60.417312
64733,22804,68721,22902,2002,winter,3,0,259.688,0.196777,365.238881,0.711009,71.100864,65.412795,0.053876,0.150197,12.888194,,19.267783,38.153632
66995,22835,68721,22902,2002,winter,3,0,45.39,1.872355,365.238881,0.124275,12.427483,11.433284,0.512638,1.144872,2.252684,,3.367752,6.668746
76686,10459,68721,22902,2002,winter,3,0,255.87,2.983244,365.238881,0.700555,70.055521,64.451079,0.816793,2.22995,12.698709,,18.984503,37.592687
23471,22818,68721,22902,2002,winter,4,0,0.0,3.123324,365.238881,0.0,0.0,0.0,0.855146,2.3465,0.0,,,0.0
68612,10457,68721,22902,2002,winter,4,0,74.913,1.701136,365.238881,0.205107,20.510686,18.869831,0.46576,1.113938,3.717897,,5.558237,11.006296
47377,22814,68721,22902,2002,winter,5,0,61.243,0.438586,365.238881,0.167679,16.76793,15.426496,0.120082,0.270551,3.039461,,4.543979,8.997885
17311,22853,68721,22902,2003,dry,1,1,-3.0542,15.319703,75.378847,-0.040518,-4.0518,-3.64662,20.323611,28.589989,0.242858,0.314522,,0.446186
19654,22816,68721,22902,2003,dry,1,1,-1.648,0.087649,75.378847,-0.021863,-2.18629,-1.967661,0.116278,0.146715,0.131042,0.169711,,0.240755
45920,22874,68721,22902,2003,dry,1,1,-5.106,0.525094,75.378847,-0.067738,-6.773784,-6.096405,0.696606,1.030229,0.406009,0.525817,,0.745933
53289,22812,68721,22902,2003,dry,1,1,-64.798,0.037967,75.378847,-0.859631,-85.963108,-77.366797,0.050368,0.269968,5.152479,6.672913,,9.466303
58531,22842,68721,22902,2003,dry,1,1,-0.145,16.974729,75.378847,-0.001924,-0.192362,-0.173125,22.519221,9.890352,0.01153,0.014932,,0.021183
21623,22796,68721,22902,2003,dry,2,0,-27.399,0.099976,75.378847,-0.363484,-36.348393,-32.713554,0.132631,0.152236,2.178659,2.821555,,4.002704
26992,22794,68721,22902,2003,dry,2,0,87.2847,0.099976,75.378847,1.157947,115.794686,104.215218,0.132631,0.152236,6.940532,,30.460761,-12.751372
44124,22795,68721,22902,2003,dry,2,0,0.566,0.38373,75.378847,0.007509,0.750874,0.675786,0.509069,0.577862,0.045006,,0.197524,-0.082687
45325,22805,68721,22902,2003,dry,2,0,4.532,0.135844,75.378847,0.060123,6.012297,5.411067,0.180215,0.279304,0.360367,,1.581585,-0.662077
63910,22879,68721,22902,2003,dry,2,0,-48.844,0.087635,75.378847,-0.64798,-64.798019,-58.318217,0.11626,0.288008,3.883881,5.029966,,7.135592
70830,10451,68721,22902,2003,dry,2,0,-180.157,0.628964,75.378847,-2.390021,-239.002062,-215.101856,0.834404,0.948657,14.325368,18.552609,,26.319034
77528,6576,68721,22902,2003,dry,2,0,-32.38,8.730832,75.378847,-0.429563,-42.956348,-38.660713,11.582602,15.999684,2.574729,3.3345,,4.730376
64733,22804,68721,22902,2003,dry,3,0,-8.272,0.061292,75.378847,-0.109739,-10.973901,-9.876511,0.081312,0.150197,0.657757,0.851852,,1.208452
66995,22835,68721,22902,2003,dry,3,0,-516.244,0.557483,75.378847,-6.848659,-684.865871,-616.379284,0.739575,1.144872,41.049669,53.162924,,75.417794
76686,10459,68721,22902,2003,dry,3,0,182.46,0.946239,75.378847,2.420573,242.057296,217.851567,1.255311,2.22995,14.508493,,63.675196,-26.655478
23471,22818,68721,22902,2003,dry,4,0,11.7053,0.985569,75.378847,0.155286,15.528627,13.975764,1.307488,2.3465,0.930759,,4.084935,-1.710021
68612,10457,68721,22902,2003,dry,4,0,-82.817,0.612198,75.378847,-1.098677,-109.867692,-98.880923,0.812161,1.113938,6.585278,8.528513,,12.098689
47377,22814,68721,22902,2003,dry,5,0,-0.196,0.118926,75.378847,-0.0026,-0.26002,-0.234018,0.157771,0.270551,0.015585,0.020184,,0.028634
17311,22853,68721,22902,2003,pre_monsoon,1,1,-0.1371,27.532947,88.772481,-0.001544,-0.15444,-0.14054,31.015183,28.589989,0.056529,0.079462,,0.133704
19654,22816,68721,22902,2003,pre_monsoon,1,1,0.0,0.085963,88.772481,0.0,0.0,0.0,0.096836,0.146715,0.0,,,-0.0
45920,22874,68721,22902,2003,pre_monsoon,1,1,-2.481,0.323706,88.772481,-0.027948,-2.794785,-2.543254,0.364646,1.030229,1.022957,1.43796,,2.419541
53289,22812,68721,22902,2003,pre_monsoon,1,1,0.0,0.042839,88.772481,0.0,0.0,0.0,0.048257,0.269968,0.0,,,-0.0
58531,22842,68721,22902,2003,pre_monsoon,1,1,-0.195,5.943317,88.772481,-0.002197,-0.219663,-0.199893,6.694999,9.890352,0.080402,0.11302,,0.19017
21623,22796,68721,22902,2003,pre_monsoon,2,0,-1.226,0.130721,88.772481,-0.013811,-1.381059,-1.256763,0.147254,0.152236,0.5055,0.710576,,1.19563
26992,22794,68721,22902,2003,pre_monsoon,2,0,3.377,0.130721,88.772481,0.038041,3.804107,3.461737,0.147254,0.152236,1.392393,,4.824561,-3.293346
44124,22795,68721,22902,2003,pre_monsoon,2,0,0.365,0.337805,88.772481,0.004112,0.411163,0.374159,0.380529,0.577862,0.150496,,0.521458,-0.355958
45325,22805,68721,22902,2003,pre_monsoon,2,0,-10.763,0.167404,88.772481,-0.121243,-12.124253,-11.03307,0.188576,0.279304,4.437763,6.238115,,10.496381
63910,22879,68721,22902,2003,pre_monsoon,2,0,-13.409,0.064656,88.772481,-0.151049,-15.104906,-13.745465,0.072834,0.288008,5.528753,7.771707,,13.076835
70830,10451,68721,22902,2003,pre_monsoon,2,0,55.872,0.591709,88.772481,0.629384,62.938424,57.273966,0.666546,0.948657,23.036951,,79.821704,-54.487952
77528,6576,68721,22902,2003,pre_monsoon,2,0,-104.639,20.800001,88.772481,-1.178732,-117.873241,-107.264649,23.430686,15.999684,43.144392,60.647598,,102.046907
64733,22804,68721,22902,2003,pre_monsoon,3,0,10.382,0.062602,88.772481,0.116951,11.695066,10.64251,0.07052,0.150197,4.28067,,14.832276,-10.124819
66995,22835,68721,22902,2003,pre_monsoon,3,0,-0.284,0.476817,88.772481,-0.003199,-0.319919,-0.291126,0.537122,1.144872,0.117098,0.164603,,0.276965
76686,10459,68721,22902,2003,pre_monsoon,3,0,-29.02,0.925013,88.772481,-0.326903,-32.690311,-29.748183,1.042005,2.22995,11.965426,16.819668,,28.301123
23471,22818,68721,22902,2003,pre_monsoon,4,0,-2.767,0.968155,88.772481,-0.03117,-3.116957,-2.836431,1.090602,2.3465,1.14088,1.603722,,2.698457
68612,10457,68721,22902,2003,pre_monsoon,4,0,-4.755,0.567604,88.772481,-0.053564,-5.35639,-4.874315,0.639392,1.113938,1.960565,2.755945,,4.63721
47377,22814,68721,22902,2003,pre_monsoon,5,0,-2.86,0.123326,88.772481,-0.032217,-3.221719,-2.931764,0.138923,0.270551,1.179225,1.657624,,2.789153
17311,22853,68721,22902,2003,monsoon,1,1,-0.0705,88.481795,204.021049,-0.000346,-0.034555,-0.031791,43.368954,28.589989,0.018876,0.029354,,0.065977
19654,22816,68721,22902,2003,monsoon,1,1,0.0,0.18008,204.021049,0.0,0.0,0.0,0.088265,0.146715,0.0,,,-0.0
45920,22874,68721,22902,2003,monsoon,1,1,-0.796,0.78806,204.021049,-0.003902,-0.390156,-0.358943,0.386264,1.030229,0.213125,0.331429,,0.744933
53289,22812,68721,22902,2003,monsoon,1,1,0.0,0.042207,204.021049,0.0,0.0,0.0,0.020688,0.269968,0.0,,,-0.0
58531,22842,68721,22902,2003,monsoon,1,1,-0.245,6.828668,204.021049,-0.001201,-0.120086,-0.110479,3.347041,9.890352,0.065598,0.10201,,0.229282
21623,22796,68721,22902,2003,monsoon,2,0,-1.8,0.359279,204.021049,-0.008823,-0.882262,-0.811681,0.176099,0.152236,0.481942,0.749462,,1.684521
26992,22794,68721,22902,2003,monsoon,2,0,1.271,0.359279,204.021049,0.00623,0.622975,0.573137,0.176099,0.152236,0.340304,,0.953367,-1.189459
44124,22795,68721,22902,2003,monsoon,2,0,0.191,0.526649,204.021049,0.000936,0.093618,0.086128,0.258135,0.577862,0.051139,,0.143268,-0.178746
45325,22805,68721,22902,2003,monsoon,2,0,1.224,0.386179,204.021049,0.005999,0.599938,0.551943,0.189284,0.279304,0.32772,,0.918112,-1.145474
63910,22879,68721,22902,2003,monsoon,2,0,-5.219,0.159166,204.021049,-0.025581,-2.558069,-2.353424,0.078014,0.288008,1.397363,2.173023,,4.884175
70830,10451,68721,22902,2003,monsoon,2,0,130.631,1.060904,204.021049,0.640282,64.028197,58.905942,0.519997,0.948657,34.975835,,97.985253,-122.25037
77528,6576,68721,22902,2003,monsoon,2,0,-125.111,75.750265,204.021049,-0.613226,-61.322594,-56.416787,37.128652,15.999684,33.497881,52.092185,,117.084506
64733,22804,68721,22902,2003,monsoon,3,0,-45.869,0.09045,204.021049,-0.224825,-22.482484,-20.683885,0.044334,0.150197,12.281209,19.098372,,42.926275
66995,22835,68721,22902,2003,monsoon,3,0,-0.047,1.103592,204.021049,-0.00023,-0.023037,-0.021194,0.540921,1.144872,0.012584,0.019569,,0.043985
76686,10459,68721,22902,2003,monsoon,3,0,-49.35,1.479801,204.021049,-0.241887,-24.188681,-22.253586,0.725318,2.22995,13.21323,20.547748,,46.183952
23471,22818,68721,22902,2003,monsoon,4,0,-3.5248,1.540182,204.021049,-0.017277,-1.727665,-1.589452,0.754913,2.3465,0.943749,1.467613,,3.298667
68612,10457,68721,22902,2003,monsoon,4,0,-1.935,0.861201,204.021049,-0.009484,-0.948432,-0.872557,0.422114,1.113938,0.518087,0.805672,,1.81086
47377,22814,68721,22902,2003,monsoon,5,0,-6.205,0.209124,204.021049,-0.030414,-3.041353,-2.798045,0.102501,0.270551,1.66136,2.583562,,5.806918
17311,22853,68721,22902,2003,winter,1,1,-0.0238,76.983312,290.998803,-8.2e-05,-0.008179,-0.007524,26.454855,28.589989,0.007958,0.010888,,0.017234
19654,22816,68721,22902,2003,winter,1,1,0.0,0.228921,290.998803,0.0,0.0,0.0,0.078667,0.146715,0.0,,,-0.0
45920,22874,68721,22902,2003,winter,1,1,-1.77,0.670091,290.998803,-0.006082,-0.60825,-0.55959,0.230273,1.030229,0.591838,0.809758,,1.281687
53289,22812,68721,22902,2003,winter,1,1,0.0,0.170676,290.998803,0.0,0.0,0.0,0.058652,0.269968,0.0,,,-0.0
58531,22842,68721,22902,2003,winter,1,1,-0.287,28.917925,290.998803,-0.000986,-0.098626,-0.090736,9.937472,9.890352,0.095965,0.1313,,0.207822
21623,22796,68721,22902,2003,winter,2,0,-3.218,0.446737,290.998803,-0.011058,-1.105846,-1.017379,0.153519,0.152236,1.076008,1.472204,,2.330209
26992,22794,68721,22902,2003,winter,2,0,1.264,0.446737,290.998803,0.004344,0.434366,0.399617,0.153519,0.152236,0.422646,,1.570487,-0.915284
44124,22795,68721,22902,2003,winter,2,0,0.061,0.479194,290.998803,0.00021,0.020962,0.019285,0.164672,0.577862,0.020397,,0.075791,-0.044171
45325,22805,68721,22902,2003,winter,2,0,0.909,0.495146,290.998803,0.003124,0.312372,0.287383,0.170154,0.279304,0.303944,,1.129409,-0.658222
63910,22879,68721,22902,2003,winter,2,0,-8.619,0.159434,290.998803,-0.029619,-2.961868,-2.724918,0.054788,0.288008,2.881949,3.94311,,6.241166
70830,10451,68721,22902,2003,winter,2,0,77.51,1.071986,290.998803,0.266358,26.635848,24.504981,0.368382,0.948657,25.917148,,96.304138,-56.126321
77528,6576,68721,22902,2003,winter,2,0,-88.336,60.722906,290.998803,-0.303561,-30.356139,-27.927648,20.867064,15.999684,29.537056,40.412876,,63.965613
64733,22804,68721,22902,2003,winter,3,0,-67.33,0.114142,290.998803,-0.231376,-23.137552,-21.286548,0.039224,0.150197,22.513244,30.802832,,48.754808
66995,22835,68721,22902,2003,winter,3,0,-0.271,1.122042,290.998803,-0.000931,-0.093128,-0.085677,0.385583,1.144872,0.090615,0.12398,,0.196236
76686,10459,68721,22902,2003,winter,3,0,-38.92,1.933952,290.998803,-0.133746,-13.374625,-12.304655,0.664591,2.22995,13.013745,17.805528,,28.18264
23471,22818,68721,22902,2003,winter,4,0,0.7406,2.020631,290.998803,0.002545,0.254503,0.234143,0.694378,2.3465,0.247636,,0.920176,-0.536281
68612,10457,68721,22902,2003,winter,4,0,-0.129,0.889211,290.998803,-0.000443,-0.04433,-0.040784,0.305572,1.113938,0.043134,0.059016,,0.093411
47377,22814,68721,22902,2003,winter,5,0,-9.68,0.288738,290.998803,-0.033265,-3.326474,-3.060356,0.099223,0.270551,3.236718,4.428508,,7.009454
17311,22853,68721,22902,2004,dry,1,1,-0.0012,10.445871,48.677449,-2.5e-05,-0.002465,-0.002243,21.459363,28.589989,0.000189,0.000211,,0.000239
19654,22816,68721,22902,2004,dry,1,1,1.065,0.0511,48.677449,0.021879,2.187871,1.990963,0.104977,0.146715,0.167861,,1.608616,-0.212135
45920,22874,68721,22902,2004,dry,1,1,52.829,0.134012,48.677449,1.085287,108.528694,98.761111,0.275306,1.030229,8.326715,,79.794883,-10.522869
53289,22812,68721,22902,2004,dry,1,1,0.186,0.006178,48.677449,0.003821,0.382107,0.347717,0.012692,0.269968,0.029317,,0.280941,-0.037049
58531,22842,68721,22902,2004,dry,1,1,-0.328,8.53197,48.677449,-0.006738,-0.673823,-0.613179,17.527562,9.890352,0.051698,0.057721,,0.065333
21623,22796,68721,22902,2004,dry,2,0,-7.997,0.06182,48.677449,-0.164286,-16.428552,-14.949982,0.126999,0.152236,1.260458,1.407313,,1.592901
26992,22794,68721,22902,2004,dry,2,0,3.367,0.06182,48.677449,0.06917,6.916961,6.294434,0.126999,0.152236,0.530694,,5.085642,-0.670664
