target_gww_id,target_gdw_id,season,window,n_years,upstream_impact_days,upstream_fill_pct_of_target_runoff,upstream_count,upstream_impact_pct_of_target_runoff,upstream_delta_storage_mcm,upstream_drawdown_pct_of_target_runoff,system_impact_pct_of_target_runoff,upstream_impact_ratio,target_full_runoff_mcm,target_delta_storage_mcm,upstream_drawdown_proxy_mcm,upstream_fill_proxy_mcm,system_delta_storage_mcm,system_impact_ratio,system_impact_days
7201,22855,dry,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,4006.514405,0.0,0.076425,-1.6052,0.0,0.0,-1.6052,40.065144,3609.669681
7201,22855,pre_monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,1951.253468,0.0,0.1891,-2.59032,0.0,0.0,-2.59032,19.512535,1775.640656
7201,22855,monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,-187.514689,0.0,0.800995,-2.43064,0.0,0.0,-2.43064,-1.875147,-172.513514
7201,22855,winter,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,293.029367,0.0,0.72274,0.26194,0.0,0.0,0.26194,2.930294,269.587017
7201,22855,dry,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,-1718.867633,0.0,0.121133,-1.53656,0.0,0.0,-1.53656,-17.188676,-1546.98087
7201,22855,pre_monsoon,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,-1587.793818,0.0,0.44816,-1.62672,0.0,0.0,-1.62672,-15.877938,-1444.892375
7201,22855,monsoon,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,68.690632,0.0,2.827982,3.57636,0.0,0.0,3.57636,0.686906,63.195381
7201,22855,winter,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,-126.468458,0.0,2.057734,-1.71024,0.0,0.0,-1.71024,-1.264685,-116.350982
7201,22855,dry,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,940.870941,0.0,0.100042,0.77222,0.0,0.0,0.77222,9.408709,846.92957
7201,22855,pre_monsoon,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-130.13294,0.0,0.411965,1.03926,0.0,0.0,1.03926,-1.301329,-118.420975
7201,22855,monsoon,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-269.004916,0.0,2.240317,0.26084,0.0,0.0,0.26084,-2.690049,-247.484522
7201,22855,winter,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-637.533775,0.0,1.650386,-7.4756,0.0,0.0,-7.4756,-6.375338,-586.531073
7201,22855,dry,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,2803.758562,0.0,0.140142,8.794945,0.0,0.0,8.794945,28.037586,2503.736964
7201,22855,pre_monsoon,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,-3137.557237,0.0,0.301618,-5.6385,0.0,0.0,-5.6385,-31.375572,-2855.177086
7201,22855,monsoon,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,275.108545,0.0,1.916985,7.316317,0.0,0.0,7.316317,2.751085,253.099861
7201,22855,winter,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,-868.530527,0.0,2.014421,-7.005308,0.0,0.0,-7.005308,-8.685305,-799.048085
8578,22909,dry,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,-133.586915,0.0,1.969367,-3.307794,0.0,0.0,-3.307794,-1.335869,-120.578312
8578,22909,pre_monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,-13.856506,0.0,7.183067,-1.248296,0.0,0.0,-1.248296,-0.138565,-12.60942
8578,22909,monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,-2.224562,0.0,31.536405,-0.732138,0.0,0.0,-0.732138,-0.022246,-2.046597
8578,22909,winter,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,-2.697584,0.0,18.430845,-0.572492,0.0,0.0,-0.572492,-0.026976,-2.481777
8578,22909,dry,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,8.239854,0.0,3.289598,0.386263,0.0,0.0,0.386263,0.082399,7.415868
8578,22909,pre_monsoon,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,1.413261,0.0,11.880108,0.303687,0.0,0.0,0.303687,0.014133,1.286067
8578,22909,monsoon,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,0.517263,0.0,65.371359,0.28487,0.0,0.0,0.28487,0.005173,0.475882
8578,22909,winter,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,1.523721,0.0,35.350192,0.527613,0.0,0.0,0.527613,0.015237,1.401823
8578,22909,dry,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-25.225918,0.0,2.373221,-0.361662,0.0,0.0,-0.361662,-0.252259,-22.71087
8578,22909,pre_monsoon,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-5.528261,0.0,11.170615,-0.35595,0.0,0.0,-0.35595,-0.055283,-5.030717
8578,22909,monsoon,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-0.156403,0.0,53.653019,-0.071114,0.0,0.0,-0.071114,-0.001564,-0.143891
8578,22909,winter,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-0.177233,0.0,27.035193,-0.055666,0.0,0.0,-0.055666,-0.001772,-0.163054
8578,22909,dry,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,-29.385844,0.0,3.419708,-0.392823,0.0,0.0,-0.392823,-0.293858,-26.610944
8578,22909,pre_monsoon,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,19.497751,0.0,8.593761,1.535634,0.0,0.0,1.535634,0.194978,17.742953
8578,22909,monsoon,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,4.06113,0.0,45.499319,1.677487,0.0,0.0,1.677487,0.040611,3.736239
8578,22909,winter,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,3.916511,0.0,37.605904,0.590732,0.0,0.0,0.590732,0.039165,3.603191
17093,22922,dry,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,-3604.465098,0.0,0.099065,-1.25458,0.0,0.0,-1.25458,-36.044651,-3244.018588
17093,22922,pre_monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,589.975751,0.0,0.280011,1.65194,0.0,0.0,1.65194,5.899758,536.877934
17093,22922,monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,96.543267,0.0,1.276852,1.11178,0.0,0.0,1.11178,0.965433,88.819805
17093,22922,winter,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,-114.617547,0.0,0.988947,-0.37924,0.0,0.0,-0.37924,-1.146175,-105.448143
17093,22922,dry,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,149.450461,0.0,0.151245,0.23186,0.0,0.0,0.23186,1.494505,134.60772
17093,22922,pre_monsoon,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,327.285493,0.0,0.520141,1.28022,0.0,0.0,1.28022,3.272855,297.829799
17093,22922,monsoon,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,1.886111,0.0,3.264174,0.05218,0.0,0.0,0.05218,0.018861,1.735222
17093,22922,winter,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,3.498459,0.0,1.775136,0.0396,0.0,0.0,0.0396,0.034985,3.218582
17093,22922,dry,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-1521.978122,0.0,0.119406,-1.87642,0.0,0.0,-1.87642,-15.219781,-1369.913133
17093,22922,pre_monsoon,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,1115.030993,0.0,0.47471,2.40196,0.0,0.0,2.40196,11.15031,1014.678204
17093,22922,monsoon,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-33.907932,0.0,2.670703,-0.6077,0.0,0.0,-0.6077,-0.339079,-31.195298
17093,22922,winter,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,123.097847,0.0,1.335896,1.77898,0.0,0.0,1.77898,1.230978,113.250019
17093,22922,dry,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,-194.010471,0.0,0.167359,-0.223083,0.0,0.0,-0.223083,-1.940105,-167.755296
17093,22922,pre_monsoon,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,153.65777,0.0,0.359291,0.6771,0.0,0.0,0.6771,1.536578,139.82857
17093,22922,monsoon,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,46.181138,0.0,2.133076,0.324483,0.0,0.0,0.324483,0.461811,42.486647
17093,22922,winter,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,-101.973302,0.0,1.86151,0.28575,0.0,0.0,0.28575,-1.019733,-93.815438
17311,22853,dry,2001-2005,5,-20890.573751,1013.737632,11.0,-23209.832475,-2895.78134,24223.570108,-23207.071476,-232.098325,16.001749,-0.68296,2978.09138,82.31004,-2896.4643,-232.070715,-20888.088874
17311,22853,pre_monsoon,2001-2005,5,-277.476949,648.398372,11.0,-304.919724,-93.1164,953.318096,-313.787249,-3.049197,18.850719,-2.16818,158.50074,65.38434,-95.28458,-3.137872,-285.546397
17311,22853,monsoon,2001-2005,5,50.379882,150.43278,11.0,54.760741,45.5115,95.672038,53.328064,0.547607,103.144241,-1.11138,78.5475,124.059,44.40012,0.533281,49.061818
17311,22853,winter,2001-2005,5,397.871104,625.667448,11.0,432.468592,308.32682,193.198857,446.854778,4.324686,66.702403,4.44272,99.45384,407.78066,312.76954,4.468548,411.106396
17311,22853,dry,2006-2010,5,-392.970952,652.456578,11.0,-436.797557,-60.41316,1089.254135,-437.402456,-4.367976,26.06226,-0.23002,209.9407,149.52754,-60.64318,-4.374025,-393.51423
17311,22853,pre_monsoon,2006-2010,5,-501.8023,240.44166,11.0,-551.431099,-82.89418,791.872759,-551.803545,-5.514311,29.710922,-0.25662,167.5658,84.67162,-83.1508,-5.518035,-502.141226
17311,22853,monsoon,2006-2010,5,-2.616438,41.329025,11.0,-2.843954,-10.62244,44.17298,-2.833311,-0.02844,240.095401,-0.18454,110.499,99.87656,-10.80698,-0.028333,-2.606646
17311,22853,winter,2006-2010,5,-5.810849,27.339811,11.0,-6.31614,5.11316,33.655951,-6.337436,-0.063161,256.435744,-0.01656,79.57566,84.68882,5.0966,-0.063374,-5.830441
17311,22853,dry,2011-2015,5,-1712.628085,1938.319547,11.0,-1905.247498,-175.61558,3843.567045,-1917.831053,-19.052475,17.941736,-1.49622,490.1437,314.52812,-177.1118,-19.178311,-1723.952628
17311,22853,pre_monsoon,2011-2015,5,-339.988086,408.167882,11.0,-373.613281,-66.4681,781.781164,-375.675251,-3.736133,32.035835,-0.48262,193.73366,127.26556,-66.95072,-3.756753,-341.864478
17311,22853,monsoon,2011-2015,5,-990.242327,438.755134,11.0,-1076.350356,-2242.58372,1515.10549,-1077.108842,-10.763504,161.352239,-0.49376,2667.89014,425.30642,-2243.07748,-10.771088,-990.940135
17311,22853,winter,2011-2015,5,297.232797,350.768415,11.0,323.079127,328.30114,27.689288,321.449405,3.230791,136.171689,-1.08904,39.18068,367.48182,327.2121,3.214494,295.733453
17311,22853,dry,2016-2021,6,-3573.146695,285.059089,10.5,-3944.265158,-557.24915,4229.324247,-4000.287968,-39.442652,27.231955,-10.607267,638.398283,81.149133,-567.856417,-40.00288,-3623.848952
17311,22853,pre_monsoon,2016-2021,6,-628.186237,1870.860508,10.5,-690.314546,-156.226533,2561.175054,-690.482646,-6.903145,24.570122,0.27136,418.9601,262.733567,-155.955173,-6.904826,-628.339207
17311,22853,monsoon,2016-2021,6,270.607626,474.673228,10.5,294.138724,281.788983,180.534504,304.791854,2.941387,117.883879,9.513802,212.040583,493.829567,291.302785,3.047919,280.408505
17311,22853,winter,2016-2021,6,283.727488,393.334561,10.666667,308.399444,741.159717,84.935117,311.425535,3.083994,220.683256,5.383623,76.516883,817.6766,746.54334,3.114255,286.511492
19654,22816,dry,2001-2005,5,-2286529.004487,0.0,1.0,-2538715.330741,-393.0506,2538715.330741,-2539949.438655,-25387.153307,0.054793,-0.4658,393.0506,0.0,-393.5164,-25399.494387,-2287635.533337
19654,22816,pre_monsoon,2001-2005,5,5267.328567,5854.347736,1.0,5788.27315,4.156,66.074586,5404.06046,57.882732,0.051146,-0.1582,0.0568,4.2128,3.9978,54.040605,4917.695019
19654,22816,monsoon,2001-2005,5,137139.014696,149069.366312,1.0,149064.146408,221.1652,5.219903,148973.083457,1490.641464,0.261596,-0.0794,0.0094,221.1746,221.0858,1489.730835,137055.236781
19654,22816,winter,2001-2005,5,-58591.145965,13220.527469,1.0,-63686.028223,19.4292,76906.555692,-74626.335348,-636.860282,0.197567,-0.10784,5.9042,25.3334,19.32136,-746.263353,-68656.22852
19654,22816,dry,2006-2010,5,-165125.442652,0.0,1.0,-183453.835613,-149.1656,183453.835613,-181761.657695,-1834.538356,0.095974,0.8282,149.1656,0.0,-148.3374,-1817.616577,-163603.246199
19654,22816,pre_monsoon,2006-2010,5,-61642.748873,17617.063024,1.0,-67739.284476,-20.4852,85356.3475,-66176.10989,-677.392845,0.064507,0.587,33.6682,13.183,-19.8982,-661.761099,-60220.26
19654,22816,monsoon,2006-2010,5,8275.564485,10147.114765,1.0,8995.178788,111.4934,1151.935976,8798.819454,89.951788,0.823026,-0.4168,2.5358,114.0292,111.0766,87.988195,8094.913897
19654,22816,winter,2006-2010,5,1268.381632,1686.16616,1.0,1378.675687,8.7588,307.490473,1345.185527,13.786757,1.125634,-0.4626,2.7086,11.4674,8.2962,13.451855,1237.570685
19654,22816,dry,2011-2015,5,-158557.224733,14394.108046,1.0,-176194.148644,-123.3918,190588.25669,-180208.893996,-1761.941486,0.085452,-2.70276,131.8276,8.4358,-126.09456,-1802.08894,-162170.49555
19654,22816,pre_monsoon,2011-2015,5,42788.243853,48300.378171,1.0,47020.04819,40.2312,1280.329981,46932.480582,470.200482,0.089276,-0.06354,1.0666,41.2978,40.16766,469.324806,42708.55733
19654,22816,monsoon,2011-2015,5,86848.434877,94400.472692,1.0,94400.472692,250.2436,0.0,94379.989062,944.004727,0.45866,-0.16828,0.0,250.2436,250.07532,943.799891,86829.589937
19654,22816,winter,2011-2015,5,17258.968004,18759.747831,1.0,18759.747831,53.319,0.0,19196.455919,187.597478,0.617514,0.82072,0.0,53.319,54.13972,191.964559,17660.739446
19654,22816,dry,2016-2021,6,-589412.770192,0.0,1.0,-649688.596428,-385.4225,649688.596428,-648953.250876,-6496.885964,0.113586,0.0872,385.4225,0.0,-385.3353,-6489.532509,-588736.918928
19654,22816,pre_monsoon,2016-2021,6,-72747.499249,108500.496969,1.0,-79942.306867,-81.838167,188442.803837,-76961.531486,-799.423069,0.065833,0.762483,104.917667,23.0795,-81.075683,-769.615315,-70034.993652
19654,22816,monsoon,2016-2021,6,106866.635739,116159.386673,1.0,116159.386673,364.231,0.0,116533.344688,1161.593867,0.329921,1.3264,0.0,364.231,365.5574,1165.333447,107210.677113
19654,22816,winter,2016-2021,6,-13701.296486,6767.964966,1.0,-14892.713572,-20.279333,21660.678538,-14823.717469,-148.927136,0.897132,-0.305917,83.043333,62.764,-20.58525,-148.237175,-13637.820072
21623,22796,dry,2001-2005,5,-7431.51242,7357.670378,1.0,-8112.851839,-11.494,15470.522217,-17860.373254,-81.128518,0.091491,-8.8069,12.69,1.196,-20.3009,-178.603733,-16230.153731
21623,22796,pre_monsoon,2001-2005,5,9739.568217,13372.338914,1.0,10702.822217,0.7774,2669.516697,10469.81872,107.028222,0.088153,-0.5706,2.7886,3.566,0.2068,104.698187,9527.535035
21623,22796,monsoon,2001-2005,5,-384.424017,461.071124,1.0,-417.852192,0.9864,878.923316,-814.176151,-4.178522,0.440014,-1.0292,2.5234,3.5098,-0.0428,-8.141762,-749.042059
21623,22796,winter,2001-2005,5,2395.982856,3209.110534,1.0,2604.329192,10.9902,604.781342,5770.316588,26.043292,0.357776,12.81558,2.4592,13.4494,23.80578,57.703166,5308.691261
21623,22796,dry,2006-2010,5,-9951.888682,1279.982896,1.0,-11057.654091,-11.301,12337.636987,-11688.142335,-110.576541,0.164006,-0.7088,12.4298,1.1288,-12.0098,-116.881423,-10519.366281
21623,22796,pre_monsoon,2006-2010,5,396.375494,624.487299,1.0,435.577466,0.4418,188.909833,347.432323,4.355775,0.127615,-0.2764,0.3532,0.795,0.1654,3.474323,316.163414
21623,22796,monsoon,2006-2010,5,-23.068452,56.706969,1.0,-25.074405,0.329,81.781374,-51.299972,-0.250744,1.148118,-0.3058,0.6244,0.9534,0.0232,-0.513,-47.195975
21623,22796,winter,2006-2010,5,86.547748,120.461058,1.0,94.073639,0.4844,26.387419,-4.335948,0.940736,1.405346,-2.22746,0.4546,0.939,-1.74306,-0.043359,-3.989072
21623,22796,dry,2011-2015,5,-45486.328809,4997.936868,1.0,-50519.456207,-36.0372,55517.393075,-51397.836081,-505.194562,0.105287,-0.49594,39.2402,3.203,-36.53314,-513.978361,-46275.607852
21623,22796,pre_monsoon,2011-2015,5,-4819.793097,487.880157,1.0,-5296.475931,-5.6172,5784.356088,-8879.274943,-52.964759,0.146643,-4.61392,6.5096,0.8924,-10.23112,-88.792749,-8080.140198
21623,22796,monsoon,2011-2015,5,-1900.197832,172.502604,1.0,-2065.432426,-16.5338,2237.93503,57.963778,-20.654324,0.735703,4.89084,18.4788,1.945,-11.64296,0.579638,53.326676
21623,22796,winter,2011-2015,5,101.472307,492.772216,1.0,110.295986,1.24,382.47623,410.54631,1.10296,0.729769,1.77464,2.8254,4.0654,3.01464,4.105463,377.702605
21623,22796,dry,2016-2021,6,7676.422025,8518.904911,0.666667,8518.904911,18.051333,0.0,-1032.549378,85.189049,0.163358,-12.314433,0.0,18.051333,5.7369,-10.325494,-969.475922
21623,22796,pre_monsoon,2016-2021,6,-12360.094487,4245.582868,0.666667,-13582.521415,-8.712667,17828.104283,-22235.958327,-135.825214,0.107474,-8.3424,14.773667,6.061,-17.055067,-222.359583,-20234.722078
21623,22796,monsoon,2016-2021,6,-508.198019,1163.68831,0.833333,-552.389151,-1.1995,1716.077461,3093.438727,-5.523892,0.479517,11.61795,9.511167,8.311667,10.41845,30.934387,2845.963629
21623,22796,winter,2016-2021,6,-5156.121971,828.963919,1.0,-5604.480404,-10.0525,6433.444323,-4418.551926,-56.044804,1.153032,7.2979,19.584167,9.531667,-2.7546,-44.185519,-4065.067772
22396,22256,dry,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,-56.032913,0.0,2.641308,-0.264,0.0,0.0,-0.264,-0.560329,-50.510858
22396,22256,pre_monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,14.727079,0.0,5.022204,0.7152,0.0,0.0,0.7152,0.147271,13.401642
22396,22256,monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,0.117474,0.0,17.458908,0.0264,0.0,0.0,0.0264,0.001175,0.108076
22396,22256,winter,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,-133.786642,0.0,8.083987,-4.5702,0.0,0.0,-4.5702,-1.337866,-123.083711
22396,22256,dry,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,-250.212855,0.0,2.923788,-4.8955,0.0,0.0,-4.8955,-2.502129,-225.19157
22396,22256,pre_monsoon,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,32.534704,0.0,5.555042,1.063,0.0,0.0,1.063,0.325347,29.60658
22396,22256,monsoon,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,39.911981,0.0,22.881838,6.841,0.0,0.0,6.841,0.39912,36.719023
22396,22256,winter,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,-2.507047,0.0,30.743169,-0.938,0.0,0.0,-0.938,-0.02507,-2.306484
22396,22256,dry,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.873173,0.0,0.0,0.0,0.0,0.0,0.0
22396,22256,pre_monsoon,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-2.937246,0.0,6.954305,0.2365,0.0,0.0,0.2365,-0.029372,-2.672894
22396,22256,monsoon,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,11.70882,0.0,34.146053,1.313,0.0,0.0,1.313,0.117088,10.772114
22396,22256,winter,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-103.859987,0.0,18.888166,-3.4995,0.0,0.0,-3.4995,-1.0386,-95.551188
22396,22256,dry,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,34.131071,0.0,2.716049,2.613,0.0,0.0,2.613,0.341311,30.717964
22396,22256,pre_monsoon,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,-165.825478,0.0,4.917714,-9.477333,0.0,0.0,-9.477333,-1.658255,-150.901185
22396,22256,monsoon,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,190.545685,0.0,29.586884,36.103,0.0,0.0,36.103,1.905457,175.30203
22396,22256,winter,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,15.087172,0.0,25.774353,-0.9815,0.0,0.0,-0.9815,0.150872,13.880198
23051,28407,dry,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,-210.833759,0.0,0.194113,-0.42154,0.0,0.0,-0.42154,-2.108338,-191.453911
23051,28407,pre_monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,-23.111612,0.0,1.028892,-0.488,0.0,0.0,-0.488,-0.231116,-21.031567
23051,28407,monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,1.221745,0.0,7.999085,-0.28726,0.0,0.0,-0.28726,0.012217,1.124006
23051,28407,winter,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,297.015816,0.0,1.169914,2.41718,0.0,0.0,2.41718,2.970158,273.25455
23051,28407,dry,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,-2.692101,0.0,0.262533,-0.02504,0.0,0.0,-0.02504,-0.026921,-2.44127
23051,28407,pre_monsoon,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,-3.756718,0.0,0.654992,-0.10128,0.0,0.0,-0.10128,-0.037567,-3.418613
23051,28407,monsoon,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,-3.26459,0.0,5.654054,-0.22886,0.0,0.0,-0.22886,-0.032646,-3.003422
23051,28407,winter,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,-62.31213,0.0,3.241948,-1.32916,0.0,0.0,-1.32916,-0.623121,-57.327159
23051,28407,dry,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-266.071291,0.0,0.220465,-0.55064,0.0,0.0,-0.55064,-2.660713,-239.638758
23051,28407,pre_monsoon,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,653.648452,0.0,0.490672,0.85418,0.0,0.0,0.85418,6.536485,594.820092
23051,28407,monsoon,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,39.425943,0.0,5.602944,1.41842,0.0,0.0,1.41842,0.394259,36.271868
23051,28407,winter,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-376.826396,0.0,1.730154,-5.07092,0.0,0.0,-5.07092,-3.768264,-346.680284
23051,28407,dry,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,1250.343603,0.0,0.238189,3.808533,0.0,0.0,3.808533,12.503436,1126.313825
23051,28407,pre_monsoon,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,-1331.066154,0.0,0.39864,-4.096983,0.0,0.0,-4.096983,-13.310662,-1211.2702
23051,28407,monsoon,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,113.552216,0.0,5.883272,6.7296,0.0,0.0,6.7296,1.135522,104.468039
23051,28407,winter,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,-712.130209,0.0,1.835295,-9.8948,0.0,0.0,-9.8948,-7.121302,-655.159792
23354,22443,dry,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,590.011156,0.0,0.045148,0.12,0.0,0.0,0.12,5.900112,531.225173
23354,22443,pre_monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,471.153193,0.0,0.23125,0.7234,0.0,0.0,0.7234,4.711532,428.749406
23354,22443,monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,35.782928,0.0,2.691387,0.7898,0.0,0.0,0.7898,0.357829,32.920294
23354,22443,winter,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,57.193992,0.0,0.541423,0.2642,0.0,0.0,0.2642,0.57194,52.618473
23354,22443,dry,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,-596.114247,0.0,0.063798,-0.3284,0.0,0.0,-0.3284,-5.961142,-535.337024
23354,22443,pre_monsoon,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,212.281785,0.0,0.236155,0.46,0.0,0.0,0.46,2.122818,193.176424
23354,22443,monsoon,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,12.744951,0.0,3.41059,0.4296,0.0,0.0,0.4296,0.12745,11.725355
23354,22443,winter,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,31.618096,0.0,1.503936,0.3788,0.0,0.0,0.3788,0.316181,29.088648
23354,22443,dry,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,1854.27986,0.0,0.057179,0.8336,0.0,0.0,0.8336,18.542799,1668.843522
23354,22443,pre_monsoon,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,819.810353,0.0,0.391596,2.2638,0.0,0.0,2.2638,8.198104,746.027421
23354,22443,monsoon,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,44.261734,0.0,3.330179,1.6062,0.0,0.0,1.6062,0.442617,40.720795
23354,22443,winter,2011-2015,5,0.0,0.0,0.0,0.0,0.0,0.0,-374.896697,0.0,1.371884,-2.8946,0.0,0.0,-2.8946,-3.748967,-344.904961
23354,22443,dry,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,-22187.371608,0.0,0.057008,-17.682667,0.0,0.0,-17.682667,-221.873716,-20012.737861
23354,22443,pre_monsoon,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,1161.549936,0.0,0.164463,3.711483,0.0,0.0,3.711483,11.615499,1057.010442
23354,22443,monsoon,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,516.315645,0.0,2.506705,11.812683,0.0,0.0,11.812683,5.163156,475.010393
23354,22443,winter,2016-2021,6,0.0,0.0,0.0,0.0,0.0,0.0,-817.339457,0.0,1.385553,-0.085167,0.0,0.0,-0.085167,-8.173395,-751.9523
23471,22818,dry,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,130.819805,0.0,1.15431,1.30784,0.0,0.0,1.30784,1.308198,117.674759
23471,22818,pre_monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,-39.370341,0.0,0.743053,-0.50466,0.0,0.0,-0.50466,-0.393703,-35.82701
23471,22818,monsoon,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,1.811637,0.0,2.883822,-0.06496,0.0,0.0,-0.06496,0.018116,1.666706
23471,22818,winter,2001-2005,5,0.0,0.0,0.0,0.0,0.0,0.0,43.322786,0.0,2.722231,0.40616,0.0,0.0,0.40616,0.433228,39.856963
23471,22818,dry,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,8.949903,0.0,2.439719,0.01744,0.0,0.0,0.01744,0.089499,8.058394
23471,22818,pre_monsoon,2006-2010,5,0.0,0.0,0.0,0.0,0.0,0.0,-20.605743,0.0,1.374586,-0.01398,0.0,0.0,-0.01398,-0.206057,-18.751226
